"Id","Eventable","Eventable type","Event Type","Title","url","date","Description","Comments",
,7271,"Litigation","Case opened","Case opened",,"20/02/13","Landowners, the Coast and Country Association of Queensland, and the Mackay Conservation Group challenged the proposal for a large-scale coal mine, arguing that there were significant uncertainties about the impact of mining on groundwater supplies.",,
,7271,"Litigation","Case decided","Case decided",,"08/04/14","Land Court recommended that the project be refused or that strict conditions be imposed to ensure that mining will not affect groundwater supplies. ",,
,7267,"Litigation","Case opened","Case opened",,"15/01/04","Arcelor, steel producer, challenged the validity of the ETS Directive claiming it violated several principles of Community law. ",,
,7267,"Litigation","Case dismissed","Case dismissed",,"02/03/10","The General Court dismissed the action for annulment as inadmissible, noting that Arcelor is neither individually nor directly concerned by the directive.",,
,7269,"Litigation","Case opened","Case opened",,"07/07/04","The European Commission notifies the UK that the amendments to its allocation schemes are incompatible with the Directive. ",,
,7269,"Litigation","Case decided","Case decided",,"23/11/05","European Court reversed a Commission of the European Communities decision barring the UK from amending its national allocation plan (NAP) under Article 9 of Directive 2003/87.",,
,7266,"Litigation","Case opened","Case opened",,2011,"Individuals, solar installation firms and community organizations coordinated by Friends of the Earth challenged the Secretary of State's decision to reduce the rate at which recipients of a FIT for solar would be compensated. ",,
,7266,"Litigation","Case decided","Case decided",,"25/01/12","The Court concluded rates could be adjusted in prospect, making it permissible for the Secretary to reduce rates for installations coming online after April 1, 2012, but not in retrospect.",,
,7264,"Litigation","Case opened","Amendment issued",,"13/03/09","Amendment C45 came into effect in the Glenelg Planning Scheme, which required additional planning permission requirements. ",,
,7264,"Litigation","Case opened","Application for permit",,"15/04/09","The Construction, which had begun in early March 2009, seeked permission to complete the construction work of a dwelling. ",,
,7264,"Litigation","Case opened","Case opened",,"10/12/10","The Tribunal rejected the permit application on the grounds that the development plans were at odds with policies encouraging habitat maintenance and biodiversity, and also found that the development would compromise a parcel that would otherwise act as a coastal buffer - a role the Tribunal expected to grow in importance as sea levels rise.",,
,7262,"Litigation","Case opened","Case opened",,"24/11/09","Mr. Keiller seeks before the Information Commissioner for the University of East Anglia to provide information that had been requested, which it had denied in 30/10/2009. The information requested was to produce an email and attachment related to an alleged manipulation of data of the historical climate record--the ""hockey stick"" graph controversy. ",,
,7262,"Litigation","Case decided","Denied",,"23/06/11","Information Commissioner ruled that the email did not need to be produced as its sender no longer had possession or control of it.",,
,7262,"Litigation","Appeal filed","Appeal filed",,"20/07/11","Dr. Keiller submitted an appeal to the Tribunal.",,
,7262,"Litigation","Case decided","Appeal granted",,"18/01/12","The Information Tribunal overturned the decision of the Information Commissioner, determining that if the email still existed then the language of the Regulation required the University to either produce it or issue a valid refusal notice.",,
,7257,"Litigation","Case opened","Case opened",,,"The Constitutional Council is asked to review the conformity of articles L.222-1 to L.222-3 of the Environmental Code with the Constitution. ",,
,7257,"Litigation","Case decided",,,2014," The Constitutional Council ruled that the first sentence of art.L.222-2 of the Environmental Code is unconstitutional, rejected the unconstitutionality of the other articles. ",,
,7254,"Litigation","Case opened","Case opened",,"28/11/11","Ecuador's Constitutional Court reviewed the Cooperative Agreement on Climate Change, Conservation of Biological Diversity, and Environmental Development Between the Republic of Ecuador and the Republic of Peru.",,
,7254,"Litigation","Case decided","Case decided",,"03/07/13","The Court found no conflicts between the two documents, but concluded that the Agreement must receive legislative approval before entering into force in Ecuador.",,
,7253,"Litigation","Case opened","Case opened",,"01/11/15","Mr. Liluya,  a Peruvian farmer filed claims for declaratory judgment and damages in a German court against RWE, Germany's largest electricity producer. ",,
,7253,"Litigation","Case dismissed","Case dismissed",,"15/12/16","The court dismissed the claim on the grounds that it was unfounded. ",,
,7253,"Litigation","Appeal filed","Appeal filed",,,,,
,7253,"Litigation","Case on Appeal","Appeal recognized admissible. ",,"30/11/17","Appeal court recognized the complain as adminissible, and demands parties to submit evidence. ",,
,7251,"Litigation","License awarded","Questioned licensing decision",,"18/05/16","The Government of Norway awarded 10 production licenses to 13 companies for oil and gas in the Artic Barents Sea. ",,
,7251,"Litigation","Case opened","Case opened",,"18/10/16","Two NGOs sought a declaratory judgment from the Oslo District Court that Norway's Ministry of Petroleum and Energy violated the Norwegian constitution by issuing a block of oil and gas licenses.",,
,7251,"Litigation","Case decided","Case decided",,"04/01/18","Oslo District Court ruled in favor of the Norwegian Government. ",,
,7251,"Litigation","Appeal filed","Case on appeal",,"05/02/18","Greenpeace Nordic and Nature and Youth appealed the decision before the Supreme Court. ",,
,7250,"Litigation","Case opened","Case decided",,"09/05/16","The National Green Tribunal (NGT) in India, on its own motion, ordered the government of Himachal Pradesh to impose a host of restrictions on traffic and to undertake a program of reforestation, both of which would be overseen by a Monitoring Committee that would make quarterly reports to the NGT.",,
,7249,"Litigation","Case opened","Case opened",,2013,,"It's not on the Sabin's webpage, and on ours I couldn't find any info on when the claim was filed.",
,7245,"Litigation","Case opened","Appeal filed",,,"Mr Bhai appealed the decision that granted a forest clearence of 80.507 hectares of government forest land. ",,
,7245,"Litigation","Case decided","Appeal denied",,"14/12/11","The Tribunal concluded that there were no substantial merits calling for interference into the forest clearing in question and disposed of the appeal. ",,
,7244,"Litigation","Case opened","Case opened",,2013,"The applicants challenge the construction of the road from Vitthalwadi to National Highway-4 bypass, being constructed under the Draft Development Plan.","It's not on the Sabin's webpage, and on ours I couldn't find any info on when the claim was filed.",
,7242,"Litigation","Case opened","Case opened",,2013,"The Applicants filed Writ Petition alleging that certain forest lands were being illegally diverted for non-forest purposes.","It's not on the Sabin's webpage, and on ours I couldn't find any info on when the claim was filed.",
,7241,"Litigation","Case opened","Case opened",,,,"Couldn't find it",
,7240,"Litigation","Case opened","Case opened",,2014,,"It's not on the Sabin's webpage, and on ours I couldn't find any info on when the claim was filed.",
,7239,"Litigation","Case opened","Case opened",,2011,,"It's not on the Sabin's webpage, and on ours I couldn't find any info on when the claim was filed.",
,7232,"Litigation","Case opened","Case opened",,2014,,"No information on when the case was filed. The case is still open. ",
,7231,"Litigation","Case decided","Case decided",,"29/09/10","The demandant sough judicial review of the decision that declared the validity of the penalty and the lack of rights to compensation due to the obligation to reforestate the permanent preservation area in his land.","I couldn't find any information on when the claim was filed. ",
,7231,"Litigation","Case on Appeal","Case on Appeal",,"26/09/12","The demandant appealed the decision before the Superior Justice Tribunal (national tribunal).",,
,7230,"Litigation","Case decided","Case decided",,2009,,"I couldn't find any information on the dates of filing or judgement. ",
,7229,"Litigation","Case opened","Civil proceeding began",,"30/06/04","The Federal Prosecutor filed a civil proceeding against the group responsible for draining and clearing a mangrove forest and putting a landfill and various structures in its place.","I found the information relating to the dates on the Tribunal's webpage: https://ww2.stj.jus.br/processo/pesquisa/?tipoPesquisa=tipoPesquisaNumeroRegistro&termo=200302217860&totalRegistrosPorPagina=40&aplicacao=processos.ea",
,7229,"Litigation","Case decided","Case decided",,"23/10/07","The Court ordered the defendants to restore the forest.",,
,7228,"Litigation","Case opened","Fine imposed",,1995,"The Federal Environmental Agency fined the appellants (Mr. Filho) for burning roughly 600 hectares of land to clear it for livestock grazing.","We don't know the exact date the fine was issued. ",
,7228,"Litigation","Case opened","Case handed to the Superior Justice Tribunal ",,"27/11/07","The Case is handed to the STJ for revision",,
